Vote_ID,Unanimous_Or_Not,Block_Or_Split,Approved_Or_Rejected,Iniciative_ID,Proposed_By,Date_ID,ABSENT,Favor,Abstenção,Contra
127990,N,Block Vote,Rejeitado,314504,PAN,2025-01-24 00:00:00,0," CH,  BE,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  PS,  IL,  PCP,  CDS-PP",""
127991,N,Block Vote,Rejeitado,314529,L,2025-01-24 00:00:00,0," CH,  BE,  L,  PAN,  Miguel Arruda (Ninsc)","PS,  PCP","PSD,  IL,  CDS-PP"
127992,N,Block Vote,Rejeitado,314532,L,2025-01-24 00:00:00,0," IL,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)",CH,"PSD,  PS,  CDS-PP"
127993,N,Block Vote,Rejeitado,314533,CH,2025-01-24 00:00:00,0," CH,  BE,  PAN,  Miguel Arruda (Ninsc)","PS,  PCP,  L","PSD,  IL,  CDS-PP"
127994,N,Block Vote,Rejeitado,314499,PCP,2025-01-24 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  Miguel Arruda (Ninsc)","PSD,  IL,  CDS-PP"
127995,N,Block Vote,Aprovado,314510,PAN,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  IL,  CDS-PP",""
127996,N,Block Vote,Aprovado,314511,PAN,2025-01-24 00:00:00,0," CH,  BE,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  PS,  IL,  PCP,  CDS-PP",""
127997,N,Block Vote,Rejeitado,314514,PAN,2025-01-24 00:00:00,0, PAN,"PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  Miguel Arruda (Ninsc)",IL
127998,N,Block Vote,Aprovado,314543,CDS-PP,2025-01-24 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)","BE,  PCP,  L",PS
127999,N,Block Vote,Aprovado,304368,CH,2025-01-24 00:00:00,0," CH,  PAN,  Miguel Arruda (Ninsc)","PSD,  PS,  BE,  L,  CDS-PP","IL,  PCP"
128000,N,Block Vote,Aprovado,314440,BE,2025-01-24 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","CH,  Miguel Arruda (Ninsc)",""
128001,N,Block Vote,Aprovado,314501,PCP,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L,  PAN","CH,  IL,  Miguel Arruda (Ninsc)","PSD,  CDS-PP"
128002,N,Block Vote,Aprovado,314506,BE,2025-01-24 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  CDS-PP",""
128003,N,Block Vote,Aprovado,314515,PAN,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  IL,  CDS-PP",""
128004,N,Block Vote,Aprovado,314517,PAN,2025-01-24 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","CH,  Miguel Arruda (Ninsc)",""
128005,N,Block Vote,Aprovado,314527,PS,2025-01-24 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  CDS-PP",""
128006,N,Block Vote,Aprovado,314541,L,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  IL,  CDS-PP",""
128007,N,Block Vote,Aprovado,314545,CDS-PP,2025-01-24 00:00:00,0," PSD,  CH,  IL,  BE,  L,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)",PS,PCP
128008,N,Block Vote,Aprovado,304281,CH,2025-01-24 00:00:00,0," PSD,  PS,  CH,  BE,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)","IL,  PCP,  L",""
128009,N,Block Vote,Aprovado,314437,PCP,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)",IL,"PSD,  CDS-PP"
128010,N,Block Vote,Rejeitado,314496,BE,2025-01-24 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL,  Miguel Arruda (Ninsc)","PSD,  CDS-PP"
128011,N,Block Vote,Aprovado,314536,L,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)",IL,"PSD,  CDS-PP"
128014,N,Block Vote,Rejeitado,314557,CH,2025-01-24 00:00:00,0," CH,  BE,  PAN,  Miguel Arruda (Ninsc)","PS,  PCP,  L","PSD,  IL,  CDS-PP"
128015,N,Block Vote,Aprovado,314502,BE,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","","PSD,  IL,  CDS-PP"
128016,N,Block Vote,Aprovado,314521,PAN,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","","PSD,  IL,  CDS-PP"
128017,N,Block Vote,Aprovado,314537,L,2025-01-24 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","","PSD,  CDS-PP"
128018,N,Block Vote,Aprovado,314546,CDS-PP,2025-01-24 00:00:00,0," PSD,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)",PS,""
128019,N,Block Vote,Aprovado,304359,V,2025-01-24 00:00:00,0," PSD,  CDS-PP,  PAN","PS,  CH,  IL,  BE,  L,  Miguel Arruda (Ninsc)",PCP
128020,N,Block Vote,Aprovado,304359,V,2025-01-24 00:00:00,0," PSD,  CDS-PP,  PAN","PS,  CH,  IL,  BE,  L,  Miguel Arruda (Ninsc)",PCP
128021,N,Block Vote,Aprovado,304359,V,2025-01-24 00:00:00,0," PSD,  CDS-PP,  PAN","PS,  CH,  IL,  BE,  L,  Miguel Arruda (Ninsc)",PCP
128022,N,Block Vote,Rejeitado,263574,PAN,2025-01-24 00:00:00,0," CH,  BE,  L,  PAN,  Miguel Arruda (Ninsc)","PS,  IL,  PCP","PSD,  CDS-PP"
128023,N,Block Vote,Rejeitado,263575,PAN,2025-01-24 00:00:00,0," CH,  BE,  L,  PAN,  Miguel Arruda (Ninsc)","PS,  IL,  PCP","PSD,  CDS-PP"
128024,N,Block Vote,Rejeitado,304343,PAN,2025-01-24 00:00:00,0," CH,  BE,  L,  PAN,  Miguel Arruda (Ninsc)","PS,  IL,  PCP","PSD,  CDS-PP"
128025,N,Split Vote,Rejeitado,314507,PAN,2025-01-24 00:00:00,0,"7-PS, IL, BE, L, PAN",PS,"PSD, CH, PCP, CDS-PP, Miguel Arruda (Ninsc)"
128026,N,Split Vote,Rejeitado,314509,PAN,2025-01-24 00:00:00,0,"7-PS, IL, BE, L, PAN",PS,"PSD, CH, PCP, CDS-PP, Miguel Arruda (Ninsc)"
128028,N,Block Vote,Aprovado,314538,L,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP","CH,  Miguel Arruda (Ninsc)"
128029,N,Block Vote,Aprovado,314434,V,2025-01-24 00:00:00,0," PSD,  IL,  CDS-PP,  PAN","PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)",""
128030,N,Block Vote,Aprovado,314434,V,2025-01-24 00:00:00,0," PSD,  IL,  CDS-PP,  PAN","PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)",""
128031,N,Block Vote,Aprovado,314434,V,2025-01-24 00:00:00,0," PSD,  IL,  CDS-PP,  PAN","PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)",""
128032,N,Block Vote,Rejeitado,263532,IL,2025-01-24 00:00:00,0," CH,  IL,  PCP,  Miguel Arruda (Ninsc)","BE,  L,  PAN","PSD,  PS,  CDS-PP"
128034,N,Block Vote,Rejeitado,263517,IL,2025-01-24 00:00:00,0," CH,  IL,  Miguel Arruda (Ninsc)","PSD,  CDS-PP,  PAN","PS,  BE,  PCP,  L"
128035,N,Block Vote,Aprovado,263518,IL,2025-01-24 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  Miguel Arruda (Ninsc)","","PS,  BE,  PCP,  L,  PAN"
128036,N,Block Vote,Rejeitado,314497,BE,2025-01-24 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP,  Miguel Arruda (Ninsc)"
128037,N,Block Vote,Rejeitado,314542,CH,2025-01-24 00:00:00,0," CH,  Miguel Arruda (Ninsc)","","PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN"
128038,N,Block Vote,Aprovado,314518,PAN,2025-01-24 00:00:00,0," PS,  BE,  L,  PAN","CH,  IL,  Miguel Arruda (Ninsc)","PSD,  PCP,  CDS-PP"
128039,N,Block Vote,Aprovado,314531,PS,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  CDS-PP","CH,  IL,  Miguel Arruda (Ninsc)"
128040,N,Block Vote,Aprovado,314539,L,2025-01-24 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)",IL,""
128041,N,Block Vote,Aprovado,314547,CDS-PP,2025-01-24 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)","BE,  L","PS,  PCP"
128042,N,Block Vote,Aprovado,314553,CDS-PP,2025-01-24 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  Miguel Arruda (Ninsc)","","PS,  BE,  PCP,  L,  PAN"
128045,N,Block Vote,Rejeitado,314485,BE,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L,  PAN","","PSD,  CH,  IL,  CDS-PP,  Miguel Arruda (Ninsc)"
128046,N,Block Vote,Rejeitado,314613,L,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L,  PAN","","PSD,  CH,  IL,  CDS-PP,  Miguel Arruda (Ninsc)"
128047,N,Block Vote,Rejeitado,314614,PS,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L,  PAN","","PSD,  CH,  IL,  CDS-PP,  Miguel Arruda (Ninsc)"
128048,N,Block Vote,Aprovado,304375,PSD,2025-01-24 00:00:00,0," PSD,  CH,  IL,  PCP,  CDS-PP,  Miguel Arruda (Ninsc)","PS,  BE,  L,  PAN",""
128049,N,Block Vote,Rejeitado,314462,CH,2025-01-24 00:00:00,0," CH,  IL,  CDS-PP,  Miguel Arruda (Ninsc)","PS,  BE,  PCP,  L,  PAN",PSD
128050,N,Block Vote,Rejeitado,314498,BE,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L,  PAN",IL,"PSD,  CH,  CDS-PP,  Miguel Arruda (Ninsc)"
128051,N,Block Vote,Rejeitado,314540,L,2025-01-24 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","","PSD,  CH,  CDS-PP,  Miguel Arruda (Ninsc)"
128052,N,Block Vote,Aprovado,314549,CDS-PP,2025-01-24 00:00:00,0," PSD,  CH,  IL,  PCP,  CDS-PP,  Miguel Arruda (Ninsc)","PS,  BE,  L,  PAN",""
128053,N,Block Vote,Rejeitado,304226,CH,2025-01-24 00:00:00,0," CH,  Miguel Arruda (Ninsc)","PSD,  PCP,  CDS-PP,  PAN","PS,  IL,  BE,  L"
128054,N,Block Vote,Rejeitado,263598,PCP,2025-01-24 00:00:00,0," BE,  PCP,  L","","PSD,  PS,  CH,  IL,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)"
128058,N,Block Vote,Rejeitado,263774,BE,2025-01-24 00:00:00,0," BE,  PCP,  L,  PAN","CH,  Miguel Arruda (Ninsc)","PSD,  PS,  IL,  CDS-PP"
128059,N,Block Vote,Aprovado,304279,PSD,2025-01-24 00:00:00,0," PSD,  CH,  CDS-PP,  PAN,  Miguel Arruda (Ninsc)",IL,"PS,  BE,  PCP,  L"
128060,N,Block Vote,Aprovado,314551,CDS-PP,2025-01-24 00:00:00,0," PSD,  CH,  CDS-PP,  Miguel Arruda (Ninsc)","IL,  BE,  PCP,  L,  PAN",PS
128061,N,Split Vote,Rejeitado,314486,BE,2025-01-24 00:00:00,0,"4-PS, BE, PCP, L, PAN",PS,"PSD, CH, IL, CDS-PP, Miguel Arruda (Ninsc)"
128062,N,Split Vote,Rejeitado,314575,PCP,2025-01-24 00:00:00,0,"4-PS, BE, PCP, L, PAN",PS,"PSD, CH, IL, CDS-PP, Miguel Arruda (Ninsc)"
128063,N,Split Vote,Rejeitado,314600,PAN,2025-01-24 00:00:00,0,"4-PS, BE, PCP, L, PAN",PS,"PSD, CH, IL, CDS-PP, Miguel Arruda (Ninsc)"
128064,N,Split Vote,Rejeitado,314616,L,2025-01-24 00:00:00,0,"4-PS, BE, PCP, L, PAN",PS,"PSD, CH, IL, CDS-PP, Miguel Arruda (Ninsc)"
128065,Y,Block Vote,Aprovado,294147,PS,2025-01-24 00:00:00,0,unanime,"",""
128066,N,Block Vote,Rejeitado,314455,CH,2025-01-24 00:00:00,0," CH,  IL,  Miguel Arruda (Ninsc)",CDS-PP,"PSD,  PS,  BE,  PCP,  L"
128067,N,Block Vote,Aprovado,304311,PS,2025-01-24 00:00:00,0," PS,  BE,  PCP,  L","PSD,  IL,  CDS-PP","CH,  Miguel Arruda (Ninsc)"
128068,N,Block Vote,Rejeitado,304378,CH,2025-01-24 00:00:00,0," CH,  IL,  Miguel Arruda (Ninsc)","PS,  BE,  PCP,  L","PSD,  CDS-PP"
128069,N,Block Vote,Aprovado,273898,PS,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)",IL,"PSD,  CDS-PP"
128070,N,Block Vote,Aprovado,304189,PCP,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)","PSD,  CDS-PP",IL
128071,N,Block Vote,Aprovado,304195,CDS-PP,2025-01-24 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  Miguel Arruda (Ninsc)",PCP,""
128072,Y,Block Vote,Aprovado,263852,PSD,2025-01-24 00:00:00,0,unanime,"",""
128073,N,Block Vote,Aprovado,294125,PS,2025-01-24 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  Miguel Arruda (Ninsc)","PSD,  CDS-PP",""
128074,N,Block Vote,Aprovado,304172,PAN,2025-01-24 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  Miguel Arruda (Ninsc)","PSD,  CDS-PP",""
128077,N,Block Vote,Rejeitado,314452,CH,2025-01-24 00:00:00,0," CH,  CDS-PP,  Miguel Arruda (Ninsc)",PSD,"PS,  IL,  BE,  PCP,  L"
128078,N,Block Vote,Aprovado,284077,PS,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)",IL,"PSD,  CDS-PP"
128079,N,Block Vote,Aprovado,304165,PAN,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)",IL,"PSD,  CDS-PP"
128080,N,Block Vote,Aprovado,304166,PAN,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  Miguel Arruda (Ninsc)",IL,"PSD,  CDS-PP"
128141,N,Block Vote,Aprovado,314618,R,2025-01-31 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
128142,N,Block Vote,Aprovado,314678,R,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128143,N,Block Vote,Aprovado,314680,R,2025-01-31 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
128144,N,Block Vote,Rejeitado,263637,PCP,2025-01-31 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
128145,N,Block Vote,Rejeitado,263638,PCP,2025-01-31 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
128146,N,Block Vote,Rejeitado,314516,PAN,2025-01-31 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
128147,N,Block Vote,Rejeitado,314530,L,2025-01-31 00:00:00,0," IL,  BE,  PCP,  L,  PAN",PS,"PSD,  CH,  CDS-PP"
128148,N,Block Vote,Aprovado,314490,BE,2025-01-31 00:00:00,0," CH,  IL,  BE,  PCP,  L,  PAN","PSD,  PS,  CDS-PP",""
128149,N,Block Vote,Aprovado,304318,CDS-PP,2025-01-31 00:00:00,0," PSD,  CH,  IL,  CDS-PP","PS,  PAN","BE,  PCP,  L"
128150,N,Block Vote,Aprovado,314503,BE,2025-01-31 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN",CH,"PSD,  CDS-PP"
128151,N,Block Vote,Aprovado,314435,V,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN","",PCP
128152,N,Block Vote,Rejeitado,314585,L,2025-01-31 00:00:00,0," CH,  BE,  L","PS,  PCP,  PAN","PSD,  IL,  CDS-PP"
128153,N,Block Vote,Rejeitado,314591,L,2025-01-31 00:00:00,0," IL,  BE,  PCP,  L,  PAN",CH,"PSD,  PS,  CDS-PP"
128156,N,Block Vote,Aprovado,263694,PAN,2025-01-31 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  CDS-PP","CH,  IL"
128157,N,Block Vote,Aprovado,263782,PAN,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128158,N,Block Vote,Aprovado,263678,BE,2025-01-30 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128159,N,Block Vote,Aprovado,314495,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128160,N,Block Vote,Aprovado,314522,PS,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128161,N,Block Vote,Aprovado,314588,L,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128162,N,Block Vote,Aprovado,314589,L,2025-01-31 00:00:00,0," PS,  BE,  PCP,  L,  PAN",PSD,"CH,  IL,  CDS-PP"
128163,N,Block Vote,Aprovado,314596,PS,2025-01-31 00:00:00,0," PSD,  PS,  BE,  PCP,  L,  PAN",CDS-PP,"CH,  IL"
128164,N,Block Vote,Rejeitado,304363,PS,2025-01-31 00:00:00,0," PS,  BE,  PCP,  L,  PAN","","PSD,  CH,  IL,  CDS-PP"
128165,N,Split Vote,Rejeitado,263484,PCP,2025-01-31 00:00:00,0,"9-PS, BE, PCP, L, PAN",PS,"PSD, 1-PS, CH, IL, CDS-PP"
128166,N,Split Vote,Rejeitado,263497,BE,2025-01-31 00:00:00,0,"10-PS, BE, PCP, L, PAN",PS,"PSD, 1-PS, CH, IL, CDS-PP"
128168,N,Block Vote,Rejeitado,263734,L,2025-01-31 00:00:00,0," PS,  BE,  L,  PAN",PCP,"PSD,  CH,  IL,  CDS-PP"
128169,N,Block Vote,Rejeitado,314558,CH,2025-01-31 00:00:00,0," CH,  PAN","PS,  IL,  BE,  L","PSD,  PCP,  CDS-PP"
128170,N,Block Vote,Rejeitado,314523,PAN,2025-01-31 00:00:00,0," PS,  BE,  L,  PAN",PCP,"PSD,  CH,  IL,  CDS-PP"
128172,N,Block Vote,Rejeitado,314524,PAN,2025-01-31 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","","PSD,  CH,  CDS-PP"
128173,N,Block Vote,Aprovado,314583,L,2025-01-31 00:00:00,0," PS,  BE,  PCP,  L,  PAN","CH,  IL","PSD,  CDS-PP"
128174,N,Block Vote,Rejeitado,314584,L,2025-01-31 00:00:00,0," PS,  BE,  PCP,  L,  PAN",IL,"PSD,  CH,  CDS-PP"
128175,N,Block Vote,Rejeitado,314592,IL,2025-01-31 00:00:00,0," CH,  IL",CDS-PP,"PSD,  PS,  BE,  PCP,  L,  PAN"
128176,N,Block Vote,Rejeitado,314595,IL,2025-01-31 00:00:00,0," CH,  IL,  PAN","PS,  BE,  L","PSD,  PCP,  CDS-PP"
128177,N,Block Vote,Aprovado,314525,PAN,2025-01-31 00:00:00,0," PSD,  PS,  CH,  BE,  L,  CDS-PP,  PAN","IL,  PCP",""
128178,N,Block Vote,Rejeitado,263524,IL,2025-01-31 00:00:00,0," CH,  IL,  L,  PAN","PS,  BE,  PCP","PSD,  CDS-PP"
128179,N,Block Vote,Aprovado,314580,PS,2025-01-31 00:00:00,0," PSD,  PS,  CH,  L,  CDS-PP,  PAN",BE,"IL,  PCP"
128180,N,Block Vote,Aprovado,263533,IL,2025-01-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PSD,""
128181,N,Block Vote,Aprovado,314594,CDS-PP,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP,  PAN","BE,  PCP",""
128182,N,Block Vote,Rejeitado,263573,PAN,2025-01-31 00:00:00,0," CH,  IL,  BE,  L,  PAN",PS,"PSD,  PCP,  CDS-PP"
128183,N,Block Vote,Rejeitado,263812,BE,2025-01-31 00:00:00,0," BE,  PCP,  L,  PAN","PS,  IL","PSD,  CH,  CDS-PP"
128185,N,Block Vote,Rejeitado,314550,CH,2025-01-31 00:00:00,0," CH,  IL","PS,  BE,  L,  PAN","PSD,  PCP,  CDS-PP"
128187,N,Block Vote,Rejeitado,314554,CH,2025-01-31 00:00:00,0," CH,  IL,  PAN","PS,  PCP,  L","PSD,  BE,  CDS-PP"
128188,N,Block Vote,Aprovado,304360,V,2025-01-31 00:00:00,0," PSD,  PS,  CH,  L,  CDS-PP","IL,  PAN","BE,  PCP"
128190,N,Block Vote,Rejeitado,314593,L,2025-01-31 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","","PSD,  CH,  CDS-PP"
128191,N,Block Vote,Rejeitado,314586,L,2025-01-31 00:00:00,0," IL,  BE,  L,  PAN","PS,  CH,  PCP","PSD,  CDS-PP"
128192,N,Block Vote,Rejeitado,314534,PS,2025-01-31 00:00:00,0," PS,  BE,  PCP,  L,  PAN",IL,"PSD,  CH,  CDS-PP"
128193,N,Block Vote,Rejeitado,314581,BE,2025-01-31 00:00:00,0," IL,  BE,  PCP,  L,  PAN","PS,  CH","PSD,  CDS-PP"
128194,N,Block Vote,Aprovado,304272,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP,  PAN","BE,  PCP",""
128203,N,Block Vote,Aprovado,314526,PAN,2025-01-31 00:00:00,0," PSD,  BE,  PCP,  L,  CDS-PP,  PAN","PS,  CH,  IL",""
128204,N,Block Vote,Aprovado,284065,PAN,2025-01-31 00:00:00,0," PS,  BE,  PCP,  L,  PAN","CH,  IL","PSD,  CDS-PP"
128205,N,Block Vote,Aprovado,263764,PAN,2025-01-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PSD,""
128206,N,Block Vote,Aprovado,284022,CDS-PP,2025-01-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PSD,""
128207,N,Block Vote,Aprovado,284045,L,2025-01-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PSD,""
128208,N,Block Vote,Aprovado,284069,BE,2025-01-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PSD,""
128209,N,Block Vote,Aprovado,284075,PCP,2025-01-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PSD,""
128210,N,Block Vote,Aprovado,273918,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128211,N,Block Vote,Aprovado,284048,L,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128212,N,Block Vote,Aprovado,284058,PAN,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128213,N,Block Vote,Aprovado,284074,PCP,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128214,N,Block Vote,Aprovado,273896,PS,2025-01-31 00:00:00,0," PS,  IL,  BE,  PCP,  L","PSD,  CH,  CDS-PP",PAN
128215,N,Block Vote,Aprovado,304311,PS,2025-01-31 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
128216,N,Block Vote,Aprovado,304320,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  CDS-PP,  PAN",L,""
128217,N,Block Vote,Aprovado,304322,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
128218,N,Block Vote,Aprovado,304323,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128219,N,Block Vote,Aprovado,304325,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128220,N,Block Vote,Rejeitado,314566,PCP,2025-01-31 00:00:00,0," BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  IL,  CDS-PP"
128222,N,Block Vote,Aprovado,263785,PSD,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128223,N,Block Vote,Aprovado,263838,PS,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128224,N,Block Vote,Aprovado,273920,CH,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128225,N,Block Vote,Aprovado,294098,L,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128226,N,Block Vote,Aprovado,304243,CDS-PP,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128227,N,Block Vote,Aprovado,284051,L,2025-01-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
128228,N,Block Vote,Aprovado,304238,CDS-PP,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128229,N,Block Vote,Aprovado,304244,L,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128230,N,Block Vote,Aprovado,304248,PAN,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
128231,N,Block Vote,Aprovado,273922,PCP,2025-01-31 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
128232,N,Block Vote,Rejeitado,314410,PAN,2025-01-31 00:00:00,0," BE,  L,  PAN","CH,  IL,  PCP","PSD,  PS,  CDS-PP"
128234,N,Block Vote,Rejeitado,314488,IL,2025-01-31 00:00:00,0," CH,  IL,  BE,  L,  CDS-PP,  PAN","","PSD,  PS,  PCP"
128235,N,Block Vote,Aprovado,314562,PAN,2025-01-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",""
